ring,year,doy,depth,sm
32,2006,224,4,42.78
32,2006,227,4,43.0069
32,2006,229,4,41.5766
32,2006,233,4,42.3096
32,2006,235,4,42.2127
32,2006,237,4,41.979
32,2006,243,4,41.7594
32,2006,245,4,41.9411
32,2006,249,4,42.1307
32,2006,251,4,42.0609
17,2006,165,5,44.6701
17,2006,167,5,45.0968
17,2006,172,5,44.4854
17,2006,174,5,44.9026
17,2006,177,5,44.5366
17,2006,179,5,44.0182
17,2006,184,5,42.2302
17,2006,187,5,43.1216
17,2006,189,5,42.3641
17,2006,194,5,44.7654
17,2006,198,5,44.745
17,2006,200,5,44.4222
17,2006,202,5,44.2562
17,2006,206,5,44.1034
17,2006,209,5,44.8166
17,2006,212,5,45.078
17,2006,214,5,44.9467
17,2006,216,5,44.602
17,2006,224,5,43.9932
17,2006,227,5,43.7446
17,2006,229,5,43.6335
17,2006,233,5,43.9607
17,2006,235,5,43.9716
17,2006,237,5,42.5949
17,2006,243,5,43.4379
17,2006,245,5,43.5622
17,2006,249,5,43.8056
17,2006,251,5,43.5513
24,2006,165,5,46.2181
24,2006,167,5,46.7159
24,2006,172,5,46.3991
24,2006,174,5,46.7878
24,2006,177,5,46.1925
24,2006,179,5,46.3024
24,2006,184,5,45.4927
24,2006,187,5,45.9181
24,2006,189,5,44.3322
24,2006,194,5,47.2544
24,2006,198,5,46.396
24,2006,200,5,45.3249
24,2006,202,5,46.152
24,2006,206,5,45.895
24,2006,209,5,47.0802
24,2006,212,5,47.1289
24,2006,214,5,46.6813
24,2006,216,5,46.2938
24,2006,224,5,45.5222
24,2006,227,5,45.391
24,2006,229,5,44.9136
24,2006,233,5,45.4377
24,2006,235,5,45.1522
24,2006,237,5,44.8091
24,2006,243,5,44.8339
24,2006,245,5,44.8458
24,2006,249,5,45.2058
24,2006,251,5,44.9657
25,2006,165,5,45.0008
25,2006,167,5,45.9208
25,2006,172,5,45.5787
25,2006,174,5,45.8016
25,2006,177,5,45.4759
25,2006,179,5,44.8543
25,2006,184,5,44.706
25,2006,187,5,44.5559
25,2006,189,5,44.0482
25,2006,194,5,45.7397
25,2006,198,5,45.4033
25,2006,200,5,45.2015
25,2006,202,5,45.078
25,2006,206,5,44.9939
25,2006,209,5,45.9874
25,2006,212,5,45.7968
25,2006,214,5,45.7693
25,2006,216,5,45.4367
25,2006,224,5,44.5889
25,2006,227,5,44.6964
25,2006,229,5,44.3754
25,2006,233,5,44.5338
25,2006,235,5,44.6474
25,2006,237,5,44.6129
25,2006,243,5,44.2717
25,2006,245,5,44.5478
25,2006,249,5,44.5687
25,2006,251,5,44.4756
32,2006,165,5,43.3507
32,2006,167,5,43.8902
32,2006,172,5,43.1562
32,2006,174,5,43.4908
32,2006,177,5,43.0217
32,2006,179,5,42.8469
32,2006,184,5,42.3859
32,2006,187,5,42.3985
32,2006,189,5,41.8252
32,2006,194,5,43.5226
32,2006,198,5,43.0107
32,2006,200,5,42.87
32,2006,202,5,42.5845
32,2006,206,5,42.3831
32,2006,209,5,43.3582
32,2006,212,5,43.346
32,2006,214,5,43.3255
32,2006,216,5,42.7135
32,2006,224,5,42.3415
32,2006,227,5,42.3186
32,2006,229,5,41.4106
32,2006,233,5,41.8189
32,2006,235,5,41.7996
32,2006,237,5,41.6889
32,2006,243,5,41.5718
32,2006,245,5,41.6596
32,2006,249,5,41.8115
32,2006,251,5,41.7523
17,2006,165,6,42.9197
17,2006,167,6,43.5244
17,2006,172,6,42.6162
17,2006,174,6,43.0516
17,2006,177,6,42.7169
17,2006,179,6,42.3034
17,2006,184,6,41.0037
17,2006,187,6,41.2671
17,2006,189,6,40.8054
17,2006,194,6,43.3041
17,2006,198,6,43.0897
17,2006,200,6,42.881
17,2006,202,6,42.6176
17,2006,206,6,42.1449
17,2006,209,6,43.2129
17,2006,212,6,43.3475
17,2006,214,6,43.1544
17,2006,216,6,42.8269
17,2006,224,6,42.1996
17,2006,227,6,41.7135
17,2006,229,6,41.9658
17,2006,233,6,42.2675
17,2006,235,6,42.0873
17,2006,237,6,41.1097
17,2006,243,6,41.6321
17,2006,245,6,41.6893
17,2006,249,6,42.1294
17,2006,251,6,41.7393
24,2006,165,6,46.3194
24,2006,167,6,46.8389
24,2006,172,6,46.5695
24,2006,174,6,47.0013
24,2006,177,6,46.4644
24,2006,179,6,46.4306
24,2006,184,6,46.2403
24,2006,187,6,46.5338
24,2006,189,6,45.8589
24,2006,194,6,47.2249
24,2006,198,6,46.3759
24,2006,200,6,46.0965
24,2006,202,6,46.0596
24,2006,206,6,45.7497
24,2006,209,6,47.4323
24,2006,212,6,46.9888
24,2006,214,6,46.8032
24,2006,216,6,46.2457
24,2006,224,6,45.5175
24,2006,227,6,45.3001
24,2006,229,6,44.7702
24,2006,233,6,45.1478
24,2006,235,6,45.1053
24,2006,237,6,44.5738
24,2006,243,6,44.7279
24,2006,245,6,44.4925
24,2006,249,6,45.0343
24,2006,251,6,44.7157
25,2006,165,6,45.8514
25,2006,167,6,46.0483
25,2006,172,6,45.6058
25,2006,174,6,45.8185
25,2006,177,6,45.6392
25,2006,179,6,45.0881
25,2006,184,6,45.1416
25,2006,187,6,45.0251
25,2006,189,6,44.6066
25,2006,194,6,45.6806
25,2006,198,6,45.5012
25,2006,200,6,45.3672
25,2006,202,6,45.0999
25,2006,206,6,45.1532
25,2006,209,6,45.8929
25,2006,212,6,45.9673
25,2006,214,6,45.8789
25,2006,216,6,45.6493
25,2006,224,6,44.6315
25,2006,227,6,44.459
25,2006,229,6,44.1916
25,2006,233,6,44.2314
25,2006,235,6,44.5185
25,2006,237,6,44.1815
25,2006,243,6,44.1014
25,2006,245,6,44.2409
25,2006,249,6,44.5423
25,2006,251,6,44.4912
32,2006,165,6,43.1883
32,2006,167,6,43.2159
32,2006,172,6,42.4136
32,2006,174,6,42.7795
32,2006,177,6,42.516
32,2006,179,6,42.2435
32,2006,184,6,42.0534
32,2006,187,6,41.9959
32,2006,189,6,41.7162
32,2006,194,6,42.8058
32,2006,198,6,42.3532
32,2006,200,6,42.215
32,2006,202,6,41.9442
32,2006,206,6,41.7872
32,2006,209,6,42.6581
32,2006,212,6,42.5454
32,2006,214,6,42.5
32,2006,216,6,42.1818
32,2006,224,6,41.5965
32,2006,227,6,41.85
32,2006,229,6,40.6168
32,2006,233,6,41.0278
32,2006,235,6,41.1079
32,2006,237,6,40.8546
32,2006,243,6,40.7264
32,2006,245,6,40.8354
32,2006,249,6,41.0186
32,2006,251,6,40.9611
17,2006,165,7,42.8513
17,2006,167,7,43.4331
17,2006,172,7,42.7755
17,2006,174,7,43.0094
17,2006,177,7,42.6464
17,2006,179,7,42.4636
17,2006,184,7,41.556
17,2006,187,7,41.0883
17,2006,189,7,40.5898
17,2006,194,7,43.3959
17,2006,198,7,42.83
17,2006,200,7,42.3079
17,2006,202,7,42.0678
17,2006,206,7,41.7697
17,2006,209,7,43.1397
17,2006,212,7,43.284
17,2006,214,7,43.0517
17,2006,216,7,42.6342
17,2006,224,7,41.8983
17,2006,227,7,41.6581
17,2006,229,7,41.3646
17,2006,233,7,42.0298
17,2006,235,7,41.8215
17,2006,237,7,40.9782
17,2006,243,7,41.4032
17,2006,245,7,41.2569
17,2006,249,7,41.8802
17,2006,251,7,41.473
24,2006,165,7,45.9667
24,2006,167,7,46.3418
24,2006,172,7,46.1633
24,2006,174,7,46.5859
24,2006,177,7,45.8891
24,2006,179,7,46.0457
24,2006,184,7,46.1556
24,2006,187,7,46.0728
24,2006,189,7,45.7327
24,2006,194,7,47.6186
24,2006,198,7,46.208
24,2006,200,7,46.049
24,2006,202,7,45.8265
24,2006,206,7,45.5783
24,2006,209,7,47.3327
24,2006,212,7,46.4751
24,2006,214,7,46.2593
24,2006,216,7,45.9223
24,2006,224,7,44.8739
24,2006,227,7,45.0083
24,2006,229,7,44.3987
24,2006,233,7,44.6645
24,2006,235,7,44.598
24,2006,237,7,44.1263
24,2006,243,7,44.1243
24,2006,245,7,44.1043
24,2006,249,7,44.6811
24,2006,251,7,44.2589
25,2006,165,7,44.979
25,2006,167,7,44.9106
25,2006,172,7,44.3173
25,2006,174,7,44.5821
25,2006,177,7,44.2577
25,2006,179,7,44.0101
25,2006,184,7,44.1526
25,2006,187,7,44.049
25,2006,189,7,43.7575
25,2006,194,7,44.4672
25,2006,198,7,44.2373
25,2006,200,7,44.5433
25,2006,202,7,43.904
25,2006,206,7,43.8053
25,2006,209,7,44.6931
25,2006,212,7,44.6748
25,2006,214,7,44.932
25,2006,216,7,44.4561
25,2006,224,7,43.4656
25,2006,227,7,43.0313
25,2006,229,7,42.6211
25,2006,233,7,43.1758
25,2006,235,7,42.8052
25,2006,237,7,42.5293
25,2006,243,7,42.6843
25,2006,245,7,42.5119
25,2006,249,7,42.8927
25,2006,251,7,42.7195
32,2006,165,7,43.2151
32,2006,167,7,44.1061
32,2006,172,7,43.7433
32,2006,174,7,44.1363
32,2006,177,7,43.7663
32,2006,179,7,43.6295
32,2006,184,7,43.6514
32,2006,187,7,43.665
32,2006,189,7,43.5387
32,2006,194,7,44.1248
32,2006,198,7,43.8164
32,2006,200,7,43.7562
32,2006,202,7,43.5074
32,2006,206,7,43.3781
32,2006,209,7,43.9917
32,2006,212,7,43.9987
32,2006,214,7,43.9108
32,2006,216,7,43.3153
32,2006,224,7,42.935
32,2006,227,7,43.1516
32,2006,229,7,41.9339
32,2006,233,7,42.4982
32,2006,235,7,42.5388
32,2006,237,7,42.1968
32,2006,243,7,42.0974
32,2006,245,7,42.2401
32,2006,249,7,42.3043
32,2006,251,7,42.2693
1,2007,163,1,28.9233
1,2007,166,1,26.8098
1,2007,170,1,27.3578
1,2007,171,1,25.3877
1,2007,173,1,34.6004
1,2007,176,1,38.9853
1,2007,178,1,40.124
1,2007,180,1,39.46
1,2007,183,1,34.7067
1,2007,187,1,30.7802
1,2007,190,1,27.6568
1,2007,192,1,23.7074
1,2007,194,1,23.6899
1,2007,197,1,22.3315
1,2007,199,1,39.5612
1,2007,201,1,38.0403
1,2007,204,1,33.0503
1,2007,211,1,34.5465
1,2007,213,1,30.6047
1,2007,215,1,27.4775
1,2007,218,1,26.2729
1,2007,220,1,22.8585
1,2007,222,1,22.9439
1,2007,225,1,21.5462
1,2007,227,1,23.5384
1,2007,229,1,24.1194
1,2007,236,1,26.0886
1,2007,242,1,24.5595
1,2007,247,1,21.2249
1,2007,249,1,20.4362
1,2007,254,1,35.7007
1,2007,256,1,33.5617
4,2007,163,1,24.2425
4,2007,166,1,22.722
4,2007,170,1,22.5101
4,2007,171,1,22.3657
4,2007,173,1,29.1854
4,2007,176,1,37.1397
4,2007,178,1,34.3476
4,2007,180,1,40.4129
4,2007,183,1,34.3622
4,2007,187,1,29.2696
4,2007,190,1,21.5744
4,2007,192,1,20.2232
4,2007,194,1,18.6072
4,2007,197,1,16.9387
4,2007,199,1,35.1243
4,2007,201,1,33.9218
4,2007,204,1,25.9082
4,2007,211,1,24.8607
4,2007,213,1,21.8563
4,2007,215,1,19.8941
4,2007,218,1,21.2945
4,2007,220,1,18.7893
4,2007,222,1,17.776
4,2007,225,1,16.9847
4,2007,227,1,18.3522
4,2007,229,1,18.8432
4,2007,236,1,20.9567
4,2007,242,1,20.8139
4,2007,247,1,17.9278
4,2007,249,1,17.1865
4,2007,254,1,33.2326
4,2007,256,1,31.0075
10,2007,163,1,26.3763
10,2007,166,1,26.3919
10,2007,170,1,26.4798
10,2007,171,1,26.4136
10,2007,173,1,32.2782
10,2007,176,1,36.6363
10,2007,178,1,35.5205
10,2007,180,1,37.0701
10,2007,183,1,32.39
10,2007,187,1,29.1612
10,2007,190,1,25.6261
10,2007,192,1,24.905
10,2007,194,1,23.9144
10,2007,197,1,22.6049
10,2007,199,1,37.1871
10,2007,201,1,36.4833
10,2007,204,1,31.3593
10,2007,211,1,31.0485
10,2007,213,1,27.6537
10,2007,215,1,24.9764
10,2007,218,1,23.3659
10,2007,220,1,21.7495
10,2007,222,1,20.3552
10,2007,225,1,19.3797
10,2007,227,1,21.0434
10,2007,229,1,21.3094
10,2007,236,1,23.0431
10,2007,242,1,21.7417
10,2007,247,1,19.1488
10,2007,249,1,18.3755
10,2007,254,1,31.9371
10,2007,256,1,29.5702
11,2007,163,1,30.8479
11,2007,166,1,30.0502
11,2007,170,1,29.1309
11,2007,171,1,29.6535
11,2007,173,1,34.9575
11,2007,176,1,38.8692
11,2007,178,1,38.9084
11,2007,180,1,39.1928
11,2007,183,1,35.7578
11,2007,187,1,31.9601
11,2007,190,1,27.4152
11,2007,192,1,26.3425
11,2007,194,1,25.17
11,2007,197,1,23.2921
11,2007,199,1,39.3789
11,2007,201,1,38.2007
11,2007,204,1,32.2358
11,2007,211,1,32.9158
11,2007,213,1,29.0419
11,2007,215,1,22.7092
11,2007,218,1,24.4491
11,2007,220,1,23.79
11,2007,222,1,22.4554
11,2007,225,1,21.0722
11,2007,227,1,22.7522
11,2007,229,1,23.132
11,2007,236,1,26.1084
11,2007,242,1,23.4034
11,2007,247,1,20.6496
11,2007,249,1,19.8525
11,2007,254,1,35.3714
11,2007,256,1,34.006
1,2007,163,2,40.9351
1,2007,166,2,40.4402
1,2007,170,2,39.5609
1,2007,171,2,38.4636
1,2007,173,2,39.9514
1,2007,176,2,43.6677
1,2007,178,2,43.6607
1,2007,180,2,43.7034
1,2007,183,2,42.3732
1,2007,187,2,40.8571
1,2007,190,2,39.0026
1,2007,192,2,34.3304
1,2007,194,2,34.3311
1,2007,197,2,32.6463
1,2007,199,2,42.6551
1,2007,201,2,41.9982
1,2007,204,2,40.2923
1,2007,211,2,41.4998
1,2007,213,2,40.3078
1,2007,215,2,38.1249
1,2007,218,2,35.912
1,2007,220,2,33.5546
1,2007,222,2,32.3436
1,2007,225,2,29.8932
1,2007,227,2,30.2256
1,2007,229,2,30.2196
1,2007,236,2,31.1866
1,2007,242,2,30.3774
1,2007,247,2,28.6715
1,2007,249,2,28.0637
1,2007,254,2,40.6758
1,2007,256,2,40.4245
4,2007,163,2,40.437
4,2007,166,2,38.8508
4,2007,170,2,36.378
4,2007,171,2,35.6195
4,2007,173,2,39.5257
4,2007,176,2,43.8759
4,2007,178,2,43.0753
4,2007,180,2,44.0423
4,2007,183,2,41.9782
4,2007,187,2,36.2709
4,2007,190,2,28.3282
4,2007,192,2,25.6184
4,2007,194,2,23.4505
4,2007,197,2,20.8903
4,2007,199,2,34.7582
4,2007,201,2,34.099
4,2007,204,2,30.0289
4,2007,211,2,29.67
4,2007,213,2,26.4608
4,2007,215,2,24.5747
4,2007,218,2,27.9328
4,2007,220,2,22.4854
4,2007,222,2,21.6122
4,2007,225,2,20.3037
4,2007,227,2,21.3039
4,2007,229,2,21.2357
4,2007,236,2,22.994
4,2007,242,2,22.1979
4,2007,247,2,20.2147
4,2007,249,2,20.0378
4,2007,254,2,34.8858
4,2007,256,2,34.8475
10,2007,163,2,37.2516
10,2007,166,2,37.0942
10,2007,170,2,35.7316
10,2007,171,2,35.2374
10,2007,173,2,37.1576
10,2007,176,2,40.2555
10,2007,178,2,40.1983
10,2007,180,2,39.7379
10,2007,183,2,39.0153
10,2007,187,2,37.5169
10,2007,190,2,34.8049
10,2007,192,2,33.2145
10,2007,194,2,31.7261
10,2007,197,2,29.5499
10,2007,199,2,39.0803
10,2007,201,2,38.5207
10,2007,204,2,35.734
10,2007,211,2,35.2742
10,2007,213,2,33.2134
10,2007,215,2,30.9948
10,2007,218,2,28.8926
10,2007,220,2,27.1346
10,2007,222,2,26.07
10,2007,225,2,24.4656
10,2007,227,2,25.0943
10,2007,229,2,25.0268
10,2007,236,2,25.9577
10,2007,242,2,25.2761
10,2007,247,2,23.8497
10,2007,249,2,23.304
10,2007,254,2,33.4469
10,2007,256,2,33.1524
11,2007,163,2,36.5952
11,2007,166,2,36.6902
11,2007,170,2,35.7148
11,2007,171,2,36.0661
11,2007,173,2,37.1013
11,2007,176,2,40.0173
11,2007,178,2,40.6805
11,2007,180,2,40.2116
11,2007,183,2,38.9394
11,2007,187,2,37.4442
11,2007,190,2,34.8324
11,2007,192,2,33.2327
11,2007,194,2,32.0002
11,2007,197,2,29.7856
11,2007,199,2,39.7964
11,2007,201,2,38.3004
11,2007,204,2,35.4674
11,2007,211,2,34.8843
11,2007,213,2,33.0454
11,2007,215,2,31.2585
11,2007,218,2,29.8298
11,2007,220,2,28.7711
11,2007,222,2,27.862
11,2007,225,2,25.9303
11,2007,227,2,26.4551
11,2007,229,2,26.5384
11,2007,236,2,29.116
11,2007,242,2,26.5288
11,2007,247,2,24.7451
11,2007,249,2,23.9816
11,2007,254,2,35.7006
11,2007,256,2,35.4136
1,2007,163,3,41.2932
1,2007,166,3,41.0766
1,2007,170,3,41.1908
1,2007,171,3,40.3805
1,2007,173,3,40.7241
1,2007,176,3,41.9977
1,2007,178,3,42.7419
1,2007,180,3,41.9003
1,2007,183,3,41.5817
1,2007,187,3,41.2363
1,2007,190,3,40.3918
1,2007,192,3,38.6235
1,2007,194,3,37.3803
1,2007,197,3,35.4748
1,2007,199,3,39.6143
1,2007,201,3,39.8733
1,2007,204,3,39.3966
1,2007,211,3,40.495
1,2007,213,3,40.4472
1,2007,215,3,39.8548
1,2007,218,3,38.8498
1,2007,220,3,37.1952
1,2007,222,3,36.5571
1,2007,225,3,34.2898
1,2007,227,3,34.2812
1,2007,229,3,34.0071
1,2007,236,3,33.9294
1,2007,242,3,33.3928
1,2007,247,3,32.2212
1,2007,249,3,31.8369
1,2007,254,3,39.2324
1,2007,256,3,39.3358
4,2007,163,3,42.4246
4,2007,166,3,42.3298
4,2007,170,3,41.7186
4,2007,171,3,41.4195
4,2007,173,3,41.8274
4,2007,176,3,42.753
4,2007,178,3,42.0401
4,2007,180,3,42.8851
4,2007,183,3,41.8733
4,2007,187,3,40.2556
4,2007,190,3,35.2529
4,2007,192,3,31.6966
4,2007,194,3,28.8772
4,2007,197,3,25.5073
4,2007,199,3,35.8288
4,2007,201,3,35.2896
4,2007,204,3,33.338
4,2007,211,3,34.3251
4,2007,213,3,32.3043
4,2007,215,3,30.5826
4,2007,218,3,33.5859
4,2007,220,3,28.4029
4,2007,222,3,27.0225
4,2007,225,3,25.346
4,2007,227,3,26.4399
4,2007,229,3,26.3109
4,2007,236,3,27.5068
4,2007,242,3,26.496
4,2007,247,3,24.6872
4,2007,249,3,24.4195
4,2007,254,3,36.7315
4,2007,256,3,36.5697
10,2007,163,3,37.624
10,2007,166,3,37.6613
10,2007,170,3,36.9506
10,2007,171,3,36.6531
10,2007,173,3,36.5917
10,2007,176,3,38.5717
10,2007,178,3,38.2224
10,2007,180,3,38.2248
10,2007,183,3,38.0954
10,2007,187,3,37.8162
10,2007,190,3,36.5993
10,2007,192,3,35.4476
10,2007,194,3,34.1612
10,2007,197,3,31.8866
10,2007,199,3,37.0604
10,2007,201,3,37.0015
10,2007,204,3,36.1419
10,2007,211,3,35.7812
10,2007,213,3,34.9344
10,2007,215,3,33.6157
10,2007,218,3,32.1503
10,2007,220,3,30.6992
10,2007,222,3,29.7865
10,2007,225,3,28.2074
10,2007,227,3,28.1595
10,2007,229,3,28.1153
10,2007,236,3,28.1498
10,2007,242,3,27.6927
10,2007,247,3,26.9372
10,2007,249,3,26.7693
10,2007,254,3,32.3798
10,2007,256,3,32.6059
11,2007,163,3,38.3475
11,2007,166,3,38.7283
11,2007,170,3,38.2883
11,2007,171,3,38.0656
11,2007,173,3,38.436
11,2007,176,3,39.859
11,2007,178,3,39.8462
11,2007,180,3,39.699
11,2007,183,3,39.3548
11,2007,187,3,39.0926
11,2007,190,3,38.4724
11,2007,192,3,37.713
11,2007,194,3,36.8993
11,2007,197,3,35.1848
11,2007,199,3,37.1172
11,2007,201,3,36.7205
11,2007,204,3,36.3149
11,2007,211,3,36.4737
11,2007,213,3,36.0156
11,2007,215,3,35.4047
11,2007,218,3,34.3243
11,2007,220,3,33.914
11,2007,222,3,33.092
11,2007,225,3,31.2342
11,2007,227,3,31.2137
11,2007,229,3,31.2353
11,2007,236,3,33.3813
11,2007,242,3,30.7547
11,2007,247,3,29.8584
11,2007,249,3,29.233
11,2007,254,3,34.06
11,2007,256,3,34.2128
1,2007,163,4,42.987
1,2007,166,4,42.5351
1,2007,170,4,42.7885
1,2007,171,4,42.3804
1,2007,173,4,42.6049
1,2007,176,4,43.7105
1,2007,178,4,43.9455
1,2007,180,4,43.4985
1,2007,183,4,43.1092
1,2007,187,4,42.9466
1,2007,190,4,42.3019
1,2007,192,4,41.3935
1,2007,194,4,40.1679
1,2007,197,4,38.0486
1,2007,199,4,40.025
1,2007,201,4,40.0536
1,2007,204,4,39.7746
1,2007,211,4,40.8188
1,2007,213,4,40.9065
1,2007,215,4,40.4676
1,2007,218,4,40.1381
1,2007,220,4,39.518
1,2007,222,4,39.0798
1,2007,225,4,36.9261
1,2007,227,4,36.6967
1,2007,229,4,36.2968
1,2007,236,4,36.3281
1,2007,242,4,35.4381
1,2007,247,4,34.5419
1,2007,249,4,34.1446
1,2007,254,4,38.5971
1,2007,256,4,38.888
4,2007,163,4,44.8606
4,2007,166,4,45.0328
4,2007,170,4,44.8795
4,2007,171,4,45.0489
4,2007,173,4,44.7522
4,2007,176,4,45.0881
4,2007,178,4,44.8382
4,2007,180,4,44.5456
4,2007,183,4,44.5148
4,2007,187,4,44.3589
4,2007,190,4,42.8305
4,2007,192,4,40.6712
4,2007,194,4,37.5467
4,2007,197,4,32.0314
4,2007,199,4,41.5268
4,2007,201,4,41.1858
4,2007,204,4,40.5144
4,2007,211,4,41.4326
4,2007,213,4,40.0415
4,2007,215,4,38.5504
4,2007,218,4,38.0355
4,2007,220,4,34.9148
4,2007,222,4,32.1502
4,2007,225,4,29.9693
4,2007,227,4,30.594
4,2007,229,4,30.4357
4,2007,236,4,30.9406
4,2007,242,4,29.8816
4,2007,247,4,27.8508
4,2007,249,4,27.4084
4,2007,254,4,39.012
4,2007,256,4,38.9403
10,2007,163,4,37.0231
10,2007,166,4,37.0833
10,2007,170,4,36.7124
10,2007,171,4,36.2435
10,2007,173,4,36.2017
10,2007,176,4,37.7168
10,2007,178,4,37.6119
10,2007,180,4,37.4435
10,2007,183,4,37.3649
10,2007,187,4,37.0666
10,2007,190,4,36.4518
10,2007,192,4,35.7443
10,2007,194,4,34.7595
10,2007,197,4,32.8022
10,2007,199,4,35.8139
10,2007,201,4,35.7992
10,2007,204,4,35.0635
10,2007,211,4,34.9187
10,2007,213,4,34.5225
10,2007,215,4,33.7884
10,2007,218,4,32.6918
10,2007,220,4,32.1271
10,2007,222,4,31.1672
10,2007,225,4,29.4935
10,2007,227,4,29.356
10,2007,229,4,29.2042
10,2007,236,4,29.2069
10,2007,242,4,28.5219
10,2007,247,4,28.1016
10,2007,249,4,27.9335
10,2007,254,4,29.9334
10,2007,256,4,30.402
11,2007,163,4,40.4136
11,2007,166,4,40.565
11,2007,170,4,40.714
11,2007,171,4,39.8709
11,2007,173,4,40.6134
11,2007,176,4,40.8897
11,2007,178,4,41.8795
11,2007,180,4,41.1472
11,2007,183,4,40.9675
11,2007,187,4,40.8029
11,2007,190,4,40.5975
11,2007,192,4,40.1907
11,2007,194,4,39.9112
11,2007,197,4,39.0448
11,2007,199,4,39.4381
11,2007,201,4,39.0404
11,2007,204,4,38.7578
11,2007,211,4,38.9087
11,2007,213,4,38.9971
11,2007,215,4,38.549
11,2007,218,4,38.122
11,2007,220,4,37.422
11,2007,222,4,37.0721
11,2007,225,4,35.4099
11,2007,227,4,35.4002
11,2007,229,4,35.3469
11,2007,236,4,37.3198
11,2007,242,4,34.5722
11,2007,247,4,33.7923
11,2007,249,4,33.1417
11,2007,254,4,34.6594
11,2007,256,4,34.7895
1,2007,163,5,44.2358
1,2007,166,5,43.7503
1,2007,170,5,44.6288
1,2007,171,5,43.8028
1,2007,173,5,43.982
1,2007,176,5,44.5786
1,2007,178,5,44.8164
1,2007,180,5,44.3332
1,2007,183,5,44.1237
1,2007,187,5,44.2074
1,2007,190,5,43.4939
1,2007,192,5,42.586
1,2007,194,5,41.727
1,2007,197,5,39.4391
1,2007,199,5,40.7786
1,2007,201,5,40.4731
1,2007,204,5,40.1377
1,2007,211,5,40.3398
1,2007,213,5,40.4817
1,2007,215,5,40.3251
1,2007,218,5,40.1982
1,2007,220,5,40.0337
1,2007,222,5,39.5324
1,2007,225,5,37.9612
1,2007,227,5,37.7627
1,2007,229,5,37.3546
1,2007,236,5,37.2493
1,2007,242,5,36.4027
1,2007,247,5,35.6491
1,2007,249,5,35.2748
1,2007,254,5,36.3342
1,2007,256,5,36.4801
4,2007,163,5,45.2693
4,2007,166,5,45.431
4,2007,170,5,45.3853
4,2007,171,5,45.4782
4,2007,173,5,45.4321
4,2007,176,5,45.2575
4,2007,178,5,45.5949
4,2007,180,5,44.9436
4,2007,183,5,45.1117
4,2007,187,5,45.1625
4,2007,190,5,44.7652
4,2007,192,5,44.1749
4,2007,194,5,42.9678
4,2007,197,5,38.4553
4,2007,199,5,43.5557
4,2007,201,5,43.3523
4,2007,204,5,42.8858
4,2007,211,5,43.5324
4,2007,213,5,42.5414
4,2007,215,5,42.0498
4,2007,218,5,40.1575
4,2007,220,5,39.0368
4,2007,222,5,36.8146
4,2007,225,5,34.2888
4,2007,227,5,34.3551
4,2007,229,5,33.8924
4,2007,236,5,33.7968
4,2007,242,5,32.6082
4,2007,247,5,30.8834
4,2007,249,5,30.3447
4,2007,254,5,37.8049
4,2007,256,5,37.8327
10,2007,163,5,37.9782
10,2007,166,5,38.1688
10,2007,170,5,38.0017
10,2007,171,5,37.7714
10,2007,173,5,37.7543
10,2007,176,5,38.5815
10,2007,178,5,37.2325
10,2007,180,5,38.3486
10,2007,183,5,38.1506
10,2007,187,5,38.0711
10,2007,190,5,37.6426
10,2007,192,5,37.0562
10,2007,194,5,36.5272
10,2007,197,5,34.6754
10,2007,199,5,37.4031
10,2007,201,5,37.204
10,2007,204,5,36.7643
10,2007,211,5,36.3715
10,2007,213,5,36.0317
10,2007,215,5,35.367
10,2007,218,5,34.0777
10,2007,220,5,32.9259
10,2007,222,5,32.0313
10,2007,225,5,29.92
10,2007,227,5,29.4158
10,2007,229,5,29.5094
10,2007,236,5,29.177
10,2007,242,5,28.2677
10,2007,247,5,27.7757
10,2007,249,5,27.5865
10,2007,254,5,28.332
10,2007,256,5,28.6717
11,2007,163,5,40.3607
11,2007,166,5,41.1287
11,2007,170,5,41.079
11,2007,171,5,41.1516
11,2007,173,5,40.5021
11,2007,176,5,41.5707
11,2007,178,5,42.7621
11,2007,180,5,40.7508
11,2007,183,5,40.6797
11,2007,187,5,40.5742
11,2007,190,5,40.7354
11,2007,192,5,40.4587
11,2007,194,5,40.14
11,2007,197,5,39.6017
11,2007,199,5,39.7181
11,2007,201,5,39.2973
11,2007,204,5,38.9319
11,2007,211,5,38.8099
11,2007,213,5,39.1608
11,2007,215,5,38.6831
11,2007,218,5,38.6537
11,2007,220,5,38.2605
11,2007,222,5,38.0567
11,2007,225,5,36.4471
11,2007,227,5,36.3059
11,2007,229,5,36.3604
11,2007,236,5,36.0946
11,2007,242,5,35.3241
11,2007,247,5,34.5409
11,2007,249,5,34.0015
11,2007,254,5,34.3541
11,2007,256,5,34.2955
1,2007,163,6,45.2954
1,2007,166,6,44.9432
1,2007,170,6,46.0457
1,2007,171,6,45.6137
1,2007,173,6,45.3467
1,2007,176,6,45.6515
1,2007,178,6,45.6876
1,2007,180,6,45.5386
1,2007,183,6,45.172
1,2007,187,6,45.3196
1,2007,190,6,44.7623
1,2007,192,6,44.3985
1,2007,194,6,43.799
1,2007,197,6,42.7059
1,2007,199,6,43.2993
1,2007,201,6,42.939
1,2007,204,6,42.8416
1,2007,211,6,42.7881
1,2007,213,6,42.872
