C_Year,Obs,C_Month,C_Day,C_Hour,C_minute,dw_psp [Wm-2],temp             [Co],rh [%],Precip [mm],windspd [ms-1]
2010,2625,4,20,8,0,553.46,14.21,43.632,0,2.645
2010,2626,4,20,9,0,710.16,16.3583,37.648,0,2.015
2010,2627,4,20,10,0,686.8,16.8033,33.882,0,2.5117
2010,2628,4,20,11,0,859.74,17.6983,31.522,0,2.265
2010,2629,4,20,12,0,709.25,18.36,28.818,0,2.175
2010,2630,4,20,13,0,802.31,18.865,27.922,0,2.3683
2010,2631,4,20,14,0,671.57,19.1733,26.043,0,3.1367
2010,2632,4,20,15,0,416.75,19.2383,25.708,0,2.1117
2010,2633,4,20,16,0,375.47,19.5983,24.565,0,2.825
2010,2634,4,20,17,0,121.68,19.0317,24.413,0,2.885
2010,2635,4,20,18,0,12.31,18.005,24.862,0,3.1983
2010,2636,4,20,19,0,0,16.185,26.888,0,3.2383
2010,2637,4,20,20,0,0,13.9433,31.57,0,4.1367
2010,2638,4,20,21,0,0,13.1983,34.217,0,3.6367
2010,2639,4,20,22,0,0,11.195,39.64,0,3.6333
2010,2640,4,20,23,0,0,9.7433,43.333,0,1.455
2010,2641,4,21,0,0,0,10.0833,42.923,0,0.7333
2010,2642,4,21,1,0,0,8.9467,45.693,0,1.02
2010,2643,4,21,2,0,0,7.7033,50.928,0,2.4183
2010,2644,4,21,3,0,0,7.7,55.41,0,2.8967
2010,2645,4,21,4,0,0,6.785,59.223,0,1.25
2010,2646,4,21,5,0,29.97,6.1533,63.125,0,1.4783
2010,2647,4,21,6,0,185.25,7.2717,61.96,0,1.125
2010,2648,4,21,7,0,391.03,13.3433,42.78,0,1.6333
2010,2649,4,21,8,0,589.66,16.8017,27.85,0,3.01
2010,2650,4,21,9,0,762.19,18.0517,25.285,0,3.3733
2010,2651,4,21,10,0,879.26,18.9033,23.1,0,3.72
2010,2652,4,21,11,0,941.22,19.7083,20.022,0,3.5733
2010,2653,4,21,12,0,922.46,20.4733,17.688,0,3.3167
2010,2654,4,21,13,0,846.23,21.2183,16.613,0,3.3683
2010,2655,4,21,14,0,721.48,21.68,15.552,0,3.64
2010,2656,4,21,15,0,523.77,21.9217,14.907,0,3.5417
2010,2657,4,21,16,0,326.22,21.91,14.507,0,3.0833
2010,2658,4,21,17,0,95.47,21.4233,14.393,0,2.3033
2010,2659,4,21,18,0,10.48,20.415,15.095,0,1.3133
2010,2660,4,21,19,0,0,19.115,16.283,0,0.44
2010,2661,4,21,20,0,0,17.065,22.65,0,2.9567
2010,2662,4,21,21,0,0,16.9017,40.675,0,5.2083
2010,2663,4,21,22,0,0,15.5117,51.76,0.127,8.405
2010,2664,4,21,23,0,0,10.3767,71.643,0.508,4.0533
2010,2665,4,22,0,0,0,8.8283,83.39,0.762,2.225
2010,2666,4,22,1,0,0,8.6267,88.063,0.254,3.27
2010,2667,4,22,2,0,0,8.54,89.478,0,2.2933
2010,2668,4,22,3,0,0,8.24,90.247,0,2.1667
2010,2669,4,22,4,0,0,7.62,91.465,0,2.2017
2010,2670,4,22,5,0,31.44,7.5533,92.118,0,2.9617
2010,2671,4,22,6,0,181.75,8.9367,90.837,0,2.2983
2010,2672,4,22,7,0,382.91,12.6733,82.515,0,1.795
2010,2673,4,22,8,0,584,15.655,69.625,0,1.0017
2010,2674,4,22,9,0,746.28,17.3483,59.568,0,1.2867
2010,2675,4,22,10,0,864.2,19.0367,48.423,0,1.92
2010,2676,4,22,11,0,892.03,20.2117,43.263,0,2.7867
2010,2677,4,22,12,0,730.91,20.9967,39.89,0,2.9917
2010,2678,4,22,13,0,524.49,21.5117,34.878,0,2.6483
2010,2679,4,22,14,0,497.93,22.195,30.628,0,3.58
2010,2680,4,22,15,0,312.88,22.04,30.257,0,3.6383
2010,2681,4,22,16,0,158.02,21.74,30.03,0,4.2083
2010,2682,4,22,17,0,62.88,21.1983,31.192,0,3.4833
2010,2683,4,22,18,0,2.21,20.1017,35.135,0,2.7933
2010,2684,4,22,19,0,0,18.665,48.072,0,3.025
2010,2685,4,22,20,0,0,17.8733,55.242,0,2.1967
2010,2686,4,22,21,0,0,17.1467,59.342,0,1.0633
2010,2687,4,22,22,0,0,16.3667,61.093,0,1.8483
2010,2688,4,22,23,0,0,16.3683,60.858,0,2.035
2010,2689,4,23,0,0,0,16.5917,62.323,0,1.6917
2010,2690,4,23,1,0,0,15.59,72.157,0,2.0533
2010,2691,4,23,2,0,0,14.5867,82.878,0.127,3.0483
2010,2692,4,23,3,0,0,14.2417,88.555,0.127,1.3967
2010,2693,4,23,4,0,0,14.0433,90.207,0.254,1.3883
2010,2694,4,23,5,0,4.94,13.8283,90.222,0.127,1.7783
2010,2695,4,23,6,0,44.98,14.1117,89.695,0.127,2.575
2010,2696,4,23,7,0,44.47,14.2667,88.632,0.254,4.3933
2010,2697,4,23,8,0,70.95,13.9383,91.347,1.016,4.9717
2010,2698,4,23,9,0,75.55,13.9633,90.563,0.127,6.0717
2010,2699,4,23,10,0,71.72,13.9567,91.37,0.254,6.4567
2010,2700,4,23,11,0,145.48,14.56,88.327,0,8.2417
2010,2701,4,23,12,0,72.29,14.59,89.275,1.016,8.475
2010,2702,4,23,13,0,66.39,14.7417,89.565,0.254,8.2233
2010,2703,4,23,14,0,107.93,14.725,90.328,2.286,8.4483
2010,2704,4,23,15,0,45.61,14.7067,90.907,0.127,8.825
2010,2705,4,23,16,0,76.48,14.915,89.513,0,9.7483
2010,2706,4,23,17,0,20,14.7933,89.168,0,9.415
2010,2707,4,23,18,0,0,14.6383,89.43,0,9.7533
2010,2708,4,23,19,0,0,14.6,89.865,0,7.9683
2010,2709,4,23,20,0,0,14.7783,89.478,0,7.03
2010,2710,4,23,21,0,0,15.3067,88.25,0.127,7.745
2010,2711,4,23,22,0,0,15.2967,89.535,0.127,5.4317
2010,2712,4,23,23,0,0,15.115,90.665,0.127,7.8933
2010,2713,4,24,0,0,0,15.135,90.702,0.254,6.2533
2010,2714,4,24,1,0,0,15.605,91.553,0.127,7.0667
2010,2715,4,24,2,0,0,15.7717,93.007,0,4.9117
2010,2716,4,24,3,0,0,15.4867,94.377,0,2.6567
2010,2717,4,24,4,0,0,15.2383,95.218,0,3.9533
2010,2718,4,24,5,0,1.73,15.4917,95.082,0,3.7867
2010,2719,4,24,6,0,44.21,15.81,94.62,0,3.4933
2010,2720,4,24,7,0,201.4,16.9267,92.353,0,5.6817
2010,2721,4,24,8,0,184.07,17.945,88.028,0,5.9583
2010,2722,4,24,9,0,77.72,18.34,85.962,0,5.665
2010,2723,4,24,10,0,138.84,18.8367,83.573,0,3.775
2010,2724,4,24,11,0,136.28,19.1633,83.105,0,4.995
2010,2725,4,24,12,0,225.94,19.8533,80.17,0,6.7683
2010,2726,4,24,13,0,73.78,19.475,83.942,0.127,7.11
2010,2727,4,24,14,0,53.7,19.0683,87.212,0.762,7.625
2010,2728,4,24,15,0,53.86,18.15,89.893,1.778,12.2967
2010,2729,4,24,16,0,46.43,17.8733,84.545,0,10.365
2010,2730,4,24,17,0,48.76,17.765,84.498,0,10.6667
2010,2731,4,24,18,0,3.4,17.055,87.058,0,9.805
2010,2732,4,24,19,0,0,16.8317,85.698,1.524,8.98
2010,2733,4,24,20,0,0,16.7867,86.05,0.127,8.215
2010,2734,4,24,21,0,0,15.3817,84.065,0,11.3267
2010,2735,4,24,22,0,0,14.295,82.883,0,8.6567
2010,2736,4,24,23,0,0,13.3067,84.952,0,7.25
2010,2737,4,25,0,0,0,13.255,86.077,0,5.9117
2010,2738,4,25,1,0,0,13.0367,84.492,0,6.1583
2010,2739,4,25,2,0,0,12.1017,84.498,0,5.425
2010,2740,4,25,3,0,0,11.8533,85.985,0,5.4183
2010,2741,4,25,4,0,0,12.345,87.868,0.127,6.1167
2010,2742,4,25,5,0,3.26,12.34,90.247,2.032,6.945
2010,2743,4,25,6,0,20.49,12.1117,92.498,3.048,6.7667
2010,2744,4,25,7,0,32.17,12.1867,92.225,1.27,6.8267
2010,2745,4,25,8,0,85.5,12.3133,92.712,0.762,6.54
2010,2746,4,25,9,0,165.18,12.73,92.352,1.016,3.7483
2010,2747,4,25,10,0,220.42,13.425,89.437,0.508,3.6833
2010,2748,4,25,11,0,401.9,14.5083,84.02,0.254,6.065
2010,2749,4,25,12,0,388.04,14.71,82.68,0.508,7.9533
2010,2750,4,25,13,0,514.89,15.4633,79.215,0.254,9.0167
2010,2751,4,25,14,0,257.88,15.225,79.213,0.762,8.7083
2010,2752,4,25,15,0,118.14,14.655,86.443,0.508,8.47
2010,2753,4,25,16,0,70.39,14.5633,88.677,3.048,7.5533
2010,2754,4,25,17,0,59.81,14.1417,83.578,0.127,7.2917
2010,2755,4,25,18,0,4.26,13.83,87.275,0.254,8.3117
2010,2756,4,25,19,0,0,12.6833,89.422,0,9.1033
2010,2757,4,25,20,0,0,11.475,92.06,0.127,9.2433
2010,2758,4,25,21,0,0,10.7317,90.888,0.127,8.7617
2010,2759,4,25,22,0,0,10.2667,90.307,0,8.6817
2010,2760,4,25,23,0,0,9.8417,90.717,0,8.0833
2010,2761,4,26,0,0,0,9.49,88.85,0,7.9717
2010,2762,4,26,1,0,0,9.2867,88.218,0,6.8533
2010,2763,4,26,2,0,0,9.2567,86.742,0,6.8967
2010,2764,4,26,3,0,0,9.1767,85.172,0,6.3783
2010,2765,4,26,4,0,0,9.1083,83.993,0,6.5917
2010,2766,4,26,5,0,10.23,9.1283,81.347,0,6.68
2010,2767,4,26,6,0,73.43,9.5267,77.742,0,6.8067
2010,2768,4,26,7,0,245.76,10.3317,72.003,0,8.505
2010,2769,4,26,8,0,617.23,11.8767,65.96,0,8.8767
2010,2770,4,26,9,0,790.35,13.195,60.988,0,8.3117
2010,2771,4,26,10,0,878.04,14.5,53.81,0,8.1083
2010,2772,4,26,11,0,877.4,15.5317,49.885,0,8.22
2010,2773,4,26,12,0,671.12,16.2833,46.59,0,7.5017
2010,2774,4,26,13,0,617.57,16.85,40.845,0,7.49
2010,2775,4,26,14,0,527.28,17.02,38.577,0,6.69
2010,2776,4,26,15,0,272.23,17.0067,38.208,0,5.6167
2010,2777,4,26,16,0,229.77,17.005,36.275,0,5.365
2010,2778,4,26,17,0,168.85,17.0567,34.697,0,4.3883
2010,2779,4,26,18,0,14.79,15.7217,42.647,0,3.1967
2010,2780,4,26,19,0,0,13.5517,47.563,0,4.5783
2010,2781,4,26,20,0,0,12.06,52.888,0,5.0933
2010,2782,4,26,21,0,0,11.175,53.963,0,4.5717
2010,2783,4,26,22,0,0,10.4283,49.378,0,5.5917
2010,2784,4,26,23,0,0,9.2367,53.59,0,3.39
2010,2785,4,27,0,0,0,8.7617,58.575,0,2.0533
2010,2786,4,27,1,0,0,8.0883,62.275,0,3.4667
2010,2787,4,27,2,0,0,7.5017,66.76,0,3.9217
2010,2788,4,27,3,0,0,7.1883,70.767,0,2.8517
2010,2789,4,27,4,0,0,7.05,69.782,0,5.21
2010,2790,4,27,5,0,21.45,6.51,71.547,0,5.2383
2010,2791,4,27,6,0,114.41,6.7933,68.477,0,5.9033
2010,2792,4,27,7,0,396.52,7.8817,67.157,0,7.0533
2010,2793,4,27,8,0,495.21,9.3417,68.347,0,6.0117
2010,2794,4,27,9,0,661.71,11.3017,61.51,0,6.18
2010,2795,4,27,10,0,869.47,12.5233,54.393,0,6.8383
2010,2796,4,27,11,0,875.44,13.04,50.128,0,5.78
2010,2797,4,27,12,0,1006.39,14.0983,43.893,0,5.67
2010,2798,4,27,13,0,872.85,15.185,38.3,0,5.6883
2010,2799,4,27,14,0,726.35,15.5983,30.438,0,4.7017
2010,2800,4,27,15,0,542.29,15.74,29.698,0,5.7133
2010,2801,4,27,16,0,287.07,15.0433,28.182,0,7.83
2010,2802,4,27,17,0,170.29,14.275,26.708,0,7.815
2010,2803,4,27,18,0,18.17,11.9283,32.318,0,5.9967
2010,2804,4,27,19,0,0,9.5817,39.758,0,5.0483
2010,2805,4,27,20,0,0,8.3633,43.087,0,4.125
2010,2806,4,27,21,0,0,7.2783,44.353,0,3.7733
2010,2807,4,27,22,0,0,6.075,47.318,0,3.9133
2010,2808,4,27,23,0,0,5.3283,46.53,0,3.7233
2010,2809,4,28,0,0,0,4.6683,49.943,0,1.3133
2010,2810,4,28,1,0,0,3.9867,54.528,0,1.41
2010,2811,4,28,2,0,0,3.14,61.202,0,2.135
2010,2812,4,28,3,0,0,3.4267,57.988,0,1.7517
2010,2813,4,28,4,0,0,3.3333,59.093,0,0.6783
2010,2814,4,28,5,0,52.72,2.4333,66.695,0,1.1333
2010,2815,4,28,6,0,230.05,5.025,61.635,0,0.7733
2010,2816,4,28,7,0,445.12,8.4583,44.118,0,1.4133
2010,2817,4,28,8,0,645.84,10.9117,36.678,0,2.1967
2010,2818,4,28,9,0,811.6,13.1117,31.358,0,1.5117
2010,2819,4,28,10,0,926.75,14.37,29.725,0,1.7083
2010,2820,4,28,11,0,941.15,15.1433,28.557,0,2.505
2010,2821,4,28,12,0,918.86,15.7667,27.38,0,2.93
2010,2822,4,28,13,0,896.14,16.6383,27.063,0,3.5367
2010,2823,4,28,14,0,750.87,17.31,25.952,0,3.4883
2010,2824,4,28,15,0,585.14,17.5783,27.258,0,4.28
2010,2825,4,28,16,0,380.56,17.7,30.427,0,3.825
2010,2826,4,28,17,0,165.2,17.565,32.45,0,4.01
2010,2827,4,28,18,0,19.51,16.3833,38.615,0,4.55
2010,2828,4,28,19,0,0,14.3333,47.877,0,4.3533
2010,2829,4,28,20,0,0,12.3167,56.175,0,4.5383
2010,2830,4,28,21,0,0,11.38,60.903,0,4.5433
2010,2831,4,28,22,0,0,10.5783,65.382,0,4.8067
2010,2832,4,28,23,0,0,10.0333,66.862,0,4.8883
2010,2833,4,29,0,0,0,9.7217,67.092,0,5.18
2010,2834,4,29,1,0,0,9.475,68.733,0,5.295
2010,2835,4,29,2,0,0,9.5133,70.555,0,5.0433
2010,2836,4,29,3,0,0,9.3617,72.887,0,5.4483
2010,2837,4,29,4,0,0,9.515,73.688,0,5.4917
2010,2838,4,29,5,0,47.31,9.8933,74.438,0,6.2283
2010,2839,4,29,6,0,136.01,12.46,66.147,0,8.72
2010,2840,4,29,7,0,392.36,15.2683,56.552,0,11.6817
2010,2841,4,29,8,0,575.33,17.435,49.672,0,13.9383
2010,2842,4,29,9,0,701.84,19.1383,45.263,0,14.4617
2010,2843,4,29,10,0,874.61,21.315,40.598,0,15.8033
2010,2844,4,29,11,0,941.16,22.5917,38.755,0,16.2183
2010,2845,4,29,12,0,923.58,23.225,38.062,0,17.2917
2010,2846,4,29,13,0,852.92,23.7617,38.442,0,17.92
2010,2847,4,29,14,0,733.86,24.4567,37.43,0,17.415
2010,2848,4,29,15,0,558.51,24.965,35.192,0,17.1333
2010,2849,4,29,16,0,358.81,24.83,34.505,0,17.39
2010,2850,4,29,17,0,163.87,23.845,38.545,0,17.1983
2010,2851,4,29,18,0,20.27,22.29,45.68,0,12.68
2010,2852,4,29,19,0,0,20.8533,51.482,0,9.9183
2010,2853,4,29,20,0,0,19.9083,55.867,0,9.7867
2010,2854,4,29,21,0,0,19.55,58.088,0,10.4617
2010,2855,4,29,22,0,0,19.2283,60.282,0,9.9
2010,2856,4,29,23,0,0,19.2467,60.378,0,11.3433
2010,2857,4,30,0,0,0,18.74,62.365,0,10.8233
2010,2858,4,30,1,0,0,17.9733,65.938,0,8.465
2010,2859,4,30,2,0,0,17.495,68.642,0,6.79
2010,2860,4,30,3,0,0,16.7383,72.208,0,6.7683
2010,2861,4,30,4,0,0,16.25,74.715,0,7.1167
2010,2862,4,30,5,0,52.8,16.9217,72.663,0,8.9783
2010,2863,4,30,6,0,139.75,18.6533,67.44,0,11.2033
2010,2864,4,30,7,0,121.06,19.4817,66.947,0,10.545
2010,2865,4,30,8,0,579.38,20.6167,64.693,0,13.04
2010,2866,4,30,9,0,637.37,21.4517,63.202,0,13.6967
2010,2867,4,30,10,0,862.12,22.8883,59.593,0,14.4783
2010,2868,4,30,11,0,891.67,23.5717,58.68,0,14.5933
2010,2869,4,30,12,0,757.39,23.74,59.827,0,16.405
2010,2870,4,30,13,0,625.19,24.3433,58.99,0,17.0217
2010,2871,4,30,14,0,311.6,23.5517,63.407,0,15.365
2010,2872,4,30,15,0,229.71,23.7517,63.548,0,14.96
2010,2873,4,30,16,0,125.49,23.585,65.44,0,13.8967
2010,2874,4,30,17,0,57.28,23.5083,67.052,0,12.93
2010,2875,4,30,18,0,10.31,23.1517,69.802,0,10.32
2010,2876,4,30,19,0,0,22.74,72.093,0,9.37
2010,2877,4,30,20,0,0,22.51,73.527,0,8.7583
2010,2878,4,30,21,0,0,22.1483,75.468,0,6.8983
2010,2879,4,30,22,0,0,21.36,82.625,0.508,9.0633
2010,2880,4,30,23,0,0,20.5433,87.908,1.27,6.485
2010,2881,5,1,0,0,0,20.1367,86.45,0.127,6.4833
2010,2882,5,1,1,0,0,18.9933,88.058,1.016,7.7883
2010,2883,5,1,2,0,0,18.16,89.755,0.254,10.0617
2010,2884,5,1,3,0,0,17.7767,91.542,0.127,9.2467
2010,2885,5,1,4,0,0,17.6767,92.008,0,7.61
2010,2886,5,1,5,0,10.1,17.6,92.348,0,7.5067
2010,2887,5,1,6,0,62.02,17.765,91.875,0,6.115
2010,2888,5,1,7,0,242.34,18.43,87.998,0,6.1583
2010,2889,5,1,8,0,535.85,19.54,78.76,0,7.4117
2010,2890,5,1,9,0,557.53,20.4617,73.577,0,6.415
2010,2891,5,1,10,0,337.67,20.65,70.387,0,4.4733
2010,2892,5,1,11,0,403.19,20.8183,71.563,0.127,5.8483
2010,2893,5,1,12,0,373.28,21.5217,64.05,0,4.6383
2010,2894,5,1,13,0,339.96,21.8567,65.957,0,4.605
2010,2895,5,1,14,0,144.64,21.4667,63.3,0,5.3783
2010,2896,5,1,15,0,374.88,21.5617,59.595,0,4.28
2010,2897,5,1,16,0,313.66,21.5317,45.01,0,5.2717
2010,2898,5,1,17,0,81.87,21.0383,46.135,0,3.255
2010,2899,5,1,18,0,10.59,20.585,47.34,0,1.885
2010,2900,5,1,19,0,0,19.7617,82.592,0.127,5.91
2010,2901,5,1,20,0,0,18.335,90.548,0.127,4.8083
2010,2902,5,1,21,0,0,18.9517,90.782,0,6.725
2010,2903,5,1,22,0,0,18.7867,91.682,0.127,5.96
2010,2904,5,1,23,0,0,18.4067,94.633,1.016,4.7133
2010,2905,5,2,0,0,0,18.3417,94.173,8.89,5.665
2010,2906,5,2,1,0,0,18.105,92.57,0.127,4.9683
2010,2907,5,2,2,0,0,16.8517,93.705,0,2.0267
2010,2908,5,2,3,0,0,13.7767,93.593,1.016,9.3867
2010,2909,5,2,4,0,0,12.67,90.053,0.127,8.64
2010,2910,5,2,5,0,23.56,12.895,90.945,0.254,6.195
2010,2911,5,2,6,0,68.55,13.5567,88.142,0,5.87
2010,2912,5,2,7,0,201.14,14.4883,86.092,0,5.2
2010,2913,5,2,8,0,357.54,15.7167,83.2,0,2.6833
2010,2914,5,2,9,0,718.7,17.2967,79.038,0,3.1333
2010,2915,5,2,10,0,574.96,18.4733,76.003,0,2.1933
2010,2916,5,2,11,0,706.52,19.6517,71.59,0,2.07
2010,2917,5,2,12,0,434.89,19.785,69.687,0,2.9817
2010,2918,5,2,13,0,335.58,19.9517,64.847,0,2.9217
2010,2919,5,2,14,0,366.96,20.465,62.467,0,2.9
2010,2920,5,2,15,0,292.51,20.6283,62.207,0,4.165
2010,2921,5,2,16,0,73.53,19.2933,69.047,0,5.9217
2010,2922,5,2,17,0,55.2,18.2083,72.277,0,2.8667
2010,2923,5,2,18,0,14.77,18.0783,72.907,0,2.0533
2010,2924,5,2,19,0,0,17.4583,76.152,0,2.5317
2010,2925,5,2,20,0,0,16.4017,80.06,0,2.575
2010,2926,5,2,21,0,0,15.435,83.118,0,2.9533
2010,2927,5,2,22,0,0,14.7083,83.82,0,3.7067
2010,2928,5,2,23,0,0,13.43,85.28,0,2.3583
2010,2929,5,3,0,0,0,12.8283,86.048,0,2.5183
2010,2930,5,3,1,0,0,11.2433,92.345,0,2.955
2010,2931,5,3,2,0,0,11.1633,90.648,0,2.4867
2010,2932,5,3,3,0,0,10.8033,91.362,0,2.9533
2010,2933,5,3,4,0,0,10.64,92.642,0,3.63
2010,2934,5,3,5,0,62.11,10.2317,94.075,0,3.82
2010,2935,5,3,6,0,246.74,12.86,89.625,0.254,3.705
2010,2936,5,3,7,0,453.16,15.5783,78.718,0,5.4967
2010,2937,5,3,8,0,572.46,17.7767,70.562,0,8.3633
2010,2938,5,3,9,0,681.56,18.8283,58.148,0,5.6433
2010,2939,5,3,10,0,784.09,20.38,55.027,0,5.6433
2010,2940,5,3,11,0,948.74,21.9517,47.313,0,7.0317
2010,2941,5,3,12,0,804.14,22.61,41.41,0,10.4817
2010,2942,5,3,13,0,121.18,20.1617,55.815,1.524,9.8983
2010,2943,5,3,14,0,233.29,17.9317,67.597,1.016,5.6933
2010,2944,5,3,15,0,539.8,20.7067,58.442,0,6.055
2010,2945,5,3,16,0,336,21.1533,48.37,0,7.1683
2010,2946,5,3,17,0,169.53,20.6867,50.325,0,5.8417
2010,2947,5,3,18,0,28.32,19.7317,57.152,0,4.0617
2010,2948,5,3,19,0,0,18.0017,63.127,0,3.3817
2010,2949,5,3,20,0,0,16.9333,65.582,0,3.71
2010,2950,5,3,21,0,0,15.9517,68.413,0,2.9533
2010,2951,5,3,22,0,0,14.5083,74.737,0,2.1733
2010,2952,5,3,23,0,0,12.9267,81.493,0,3.2783
2010,2953,5,4,0,0,0,11.8517,88.488,0,3.4767
2010,2954,5,4,1,0,0,11.15,90.338,0,3.155
2010,2955,5,4,2,0,0,10.5467,91.033,0,3.1433
2010,2956,5,4,3,0,0,9.9633,92.248,0,2.85
2010,2957,5,4,4,0,0,9.9817,90.78,0,3.7617
2010,2958,5,4,5,0,68.74,9.415,90.883,0,2.7933
2010,2959,5,4,6,0,250.86,12.34,85.702,0,2.8617
2010,2960,5,4,7,0,457.81,16.2367,68.958,0,4.8267
2010,2961,5,4,8,0,651.09,18.5817,56.015,0,6.6117
2010,2962,5,4,9,0,813.69,20.075,47.01,0,7.0733
2010,2963,5,4,10,0,924.13,21.3367,43.053,0,8.1117
2010,2964,5,4,11,0,978.05,22.6817,37.597,0,8.8733
2010,2965,5,4,12,0,967.72,23.615,33.523,0,9.7567
2010,2966,5,4,13,0,896.78,24.4567,29.425,0,9.4433
2010,2967,5,4,14,0,768.27,24.8233,27.753,0,10.3467
2010,2968,5,4,15,0,595.36,25.055,26.838,0,10.3633
2010,2969,5,4,16,0,392.04,24.7817,28.362,0,10.9367
2010,2970,5,4,17,0,187.1,24.11,29.157,0,10.5333
2010,2971,5,4,18,0,29.22,22.03,40.035,0,6.615
2010,2972,5,4,19,0,0,19.745,44.963,0,5.9033
2010,2973,5,4,20,0,0,18.66,51.29,0,6.335
2010,2974,5,4,21,0,0,17.18,58.69,0,5.7533
2010,2975,5,4,22,0,0,16.6167,61.857,0,5.94
2010,2976,5,4,23,0,0,16.1383,64.535,0,5.7083
2010,2977,5,5,0,0,0,15.62,68.808,0,5.3467
2010,2978,5,5,1,0,0,15.36,71.698,0,4.4733
2010,2979,5,5,2,0,0,15.1067,73.978,0,4.595
2010,2980,5,5,3,0,0,15.09,74.97,0,5.0933
2010,2981,5,5,4,0,0,14.7533,77.462,0,5.32
2010,2982,5,5,5,0,56.99,16.2567,72.953,0,4.0167
2010,2983,5,5,6,0,238.62,17.0267,72.148,0,4.84
2010,2984,5,5,7,0,448.16,17.4733,59.82,0,7.165
2010,2985,5,5,8,0,632.33,18.9867,52.33,0,5.2767
2010,2986,5,5,9,0,799.73,20.3083,50.472,0,3.315
2010,2987,5,5,10,0,894.96,21.5883,47.192,0,2.01
2010,2988,5,5,11,0,947.21,23.1767,42.687,0,2.17
2010,2989,5,5,12,0,932.85,24.2767,39.058,0,4.2967
2010,2990,5,5,13,0,831,24.9483,36.975,0,5.8033
2010,2991,5,5,14,0,472.9,25.155,35.125,0,4.355
2010,2992,5,5,15,0,534.6,24.835,33.145,0,7.4767
2010,2993,5,5,16,0,383.57,24.265,32.3,0,8.01
2010,2994,5,5,17,0,179.48,22.6167,33.083,0,8.865
2010,2995,5,5,18,0,25.86,20.8483,34.353,0,8.01
2010,2996,5,5,19,0,0,18.8167,32.325,0,6.42
2010,2997,5,5,20,0,0,16.9783,33.04,0,5.215
2010,2998,5,5,21,0,0,15.3217,37.817,0,5.6517
2010,2999,5,5,22,0,0,14.1967,42.063,0,4.7317
2010,3000,5,5,23,0,0,14.2133,43.21,0,5.8217
2010,3001,5,6,0,0,0,13.42,46.75,0,5.545
2010,3002,5,6,1,0,0,11.805,53.15,0,4.3
2010,3003,5,6,2,0,0,10.8517,56.518,0,3.09
2010,3004,5,6,3,0,0,9.8417,60.183,0,2.7867
2010,3005,5,6,4,0,0,8.775,64.822,0,2.19
2010,3006,5,6,5,0,79.02,9.2933,64.052,0,3.0267
2010,3007,5,6,6,0,270.42,11.1817,58.77,0,4.3317
2010,3008,5,6,7,0,480.19,12.7417,51.568,0,3.9817
2010,3009,5,6,8,0,671.8,14.1283,45.448,0,2.3117
2010,3010,5,6,9,0,832.99,15.55,40.315,0,2.355
2010,3011,5,6,10,0,938.81,17.02,34.653,0,1.97
2010,3012,5,6,11,0,990.77,18.2933,31.958,0,2.1417
2010,3013,5,6,12,0,978.88,19.6183,27.945,0,2.0467
2010,3014,5,6,13,0,843.58,20.685,24.548,0,2.0817
2010,3015,5,6,14,0,770.13,21.6417,22.212,0,2.3467
2010,3016,5,6,15,0,599.81,22.135,20.89,0,3.17
2010,3017,5,6,16,0,387.97,22.505,20.002,0,4.1933
2010,3018,5,6,17,0,189.33,22.1367,24.03,0,6.6683
2010,3019,5,6,18,0,18.81,20.65,28.96,0,5.5417
2010,3020,5,6,19,0,0,18.8483,33.018,0,4.1833
2010,3021,5,6,20,0,0,17.41,40.273,0,3.7867
2010,3022,5,6,21,0,0,17.4517,44.4,0,3.3117
2010,3023,5,6,22,0,0,17.4033,45.067,0,4.2633
2010,3024,5,6,23,0,0,16.59,49.75,0,5.2367
2010,3025,5,7,0,0,0,16.885,50.59,0,6.0317
2010,3026,5,7,1,0,0,17.175,50.332,0,7.295
2010,3027,5,7,2,0,0,16.8783,53.43,0,7.5483
2010,3028,5,7,3,0,0,16.805,57.372,0,6.24
2010,3029,5,7,4,0,1.33,17.9667,58.71,0,6.6983
2010,3030,5,7,5,0,40.83,17.7167,64.098,0,7.1183
2010,3031,5,7,6,0,89.36,18.6133,65.022,0,5.015
2010,3032,5,7,7,0,347.33,20.1333,63.095,0,3.2783
2010,3033,5,7,8,0,604.42,22.6783,57.497,0,9.435
2010,3034,5,7,9,0,451.22,24.625,50.665,0,10.4867
2010,3035,5,7,10,0,355.6,24.7517,50.263,0,11.2667
2010,3036,5,7,11,0,314.25,25.1017,49.683,0,10.9617
2010,3037,5,7,12,0,69.35,24.7117,52.613,0,9.4733
2010,3038,5,7,13,0,55.32,23.335,56.707,0,10.1667
2010,3039,5,7,14,0,196.63,21.6583,64.3,0.127,9.13
2010,3040,5,7,15,0,189.4,21.035,61.917,0,11.7333
2010,3041,5,7,16,0,76.33,18.8133,66.59,0,13.4917
2010,3042,5,7,17,0,90.5,16.085,69.967,0,14.57
2010,3043,5,7,18,0,11.49,13.3883,68.432,0,13.8133
2010,3044,5,7,19,0,0,12.795,69.458,0,9.0867
2010,3045,5,7,20,0,0,12.6733,70.077,0,10.5217
2010,3046,5,7,21,0,0,11.7783,62.31,0,11.4633
2010,3047,5,7,22,0,0,11.3133,60.865,0,11.1417
2010,3048,5,7,23,0,0,10.26,58.047,0,12.1883
